Date,Time,Classification_Code,Crime_Cat,Cat_Num,Latitude,Longitude
5/4/2017,11:30:00,343,MISDEMEANOR,2,40.67380937,-73.88299274
9/13/2017,14:50:00,105,FELONY,0,40.629119814,-73.94782826
2/9/2017,18:30:00,341,MISDEMEANOR,2,40.65849634,-73.900608152
5/8/2017,22:00:00,344,MISDEMEANOR,2,40.833217042,-73.927554515
2/16/2017,14:43:00,578,VIOLATION,1,40.661706274,-73.989473042
9/9/2017,8:30:00,341,MISDEMEANOR,2,40.740772475,-73.998074424
8/2/2017,3:44:00,578,VIOLATION,1,40.658378671,-73.886184297
10/20/2016,12:00:00,112,FELONY,0,40.555234611,-74.171329128
6/17/2017,1:10:00,578,VIOLATION,1,40.690916249,-73.955413731
4/12/2017,20:24:00,341,MISDEMEANOR,2,40.765971256,-73.919382359
1/16/2017,8:00:00,109,FELONY,0,40.862216775,-73.894443375
1/26/2017,4:38:00,235,MISDEMEANOR,2,40.755843462,-73.928154818
4/26/2017,11:00:00,352,MISDEMEANOR,2,40.693465443,-73.927147414
4/14/2017,15:25:00,118,FELONY,0,40.836102794,-73.929260716
6/5/2017,0:01:00,112,FELONY,0,40.623089219,-73.947195367
9/25/2017,20:00:00,110,FELONY,0,40.792155375,-73.797955377
